country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh_2017,estimated_generation_note_2017
DZA,Algeria,Labreg,WRI1023815,396,34.5056,6.9848,Gas,1653.51,CAPACITY-FACTOR-V1
DZA,Algeria,Marsat,WRI1023772,840,35.8,-0.1924,Gas,3507.45,CAPACITY-FACTOR-V1
DZA,Algeria,Marsat TG,WRI1023789,184,35.8,-0.1924,Gas,768.29,CAPACITY-FACTOR-V1
DZA,Algeria,Msila 1,WRI1023773,980,35.7071,4.4804,Gas,4092.02,CAPACITY-FACTOR-V1
DZA,Algeria,Naâma,WKS0068920,19.9,33.274,-0.372,Solar,33.31,SOLAR-V1-NO-AGE
DZA,Algeria,Oued El Kebrit,WKS0065281,15,35.919,7.87,Solar,28.38,SOLAR-V1-NO-AGE
DZA,Algeria,Oued el Ma,WKS0065283,20,35.68,5.9861,Solar,37.38,SOLAR-V1-NO-AGE
DZA,Algeria,Ras Djinet,WRI1023774,672,36.8509,3.6983,Gas,2805.96,CAPACITY-FACTOR-V1
DZA,Algeria,Ras el Oued,WKS0065284,20,36.01,5.035,Solar,38.71,SOLAR-V1-NO-AGE
DZA,Algeria,Ravin Blanc,WRI1023791,73,35.7095,-0.6319,Gas,304.81,CAPACITY-FACTOR-V1
DZA,Algeria,Reggane,WKS0068907,5,26.768,0.137,Solar,8.92,SOLAR-V1-NO-AGE
DZA,Algeria,Relizane,WRI1023780,465,35.7835,0.5407,Gas,1941.62,CAPACITY-FACTOR-V1
DZA,Algeria,SKB IPP,WRI1023778,484,36.1399,2.9296,Gas,2020.96,CAPACITY-FACTOR-V1
DZA,Algeria,SKS IPP SNC Lavalin,WRI1023771,815,36.8789,6.9366,Gas,3403.06,CAPACITY-FACTOR-V1
DZA,Algeria,SPP1 Thermal,WRI1023797,150,32.9475,3.238,Gas,626.33,CAPACITY-FACTOR-V1
DZA,Algeria,Skikda,WRI1023786,262,36.88,6.935,Gas,1093.99,CAPACITY-FACTOR-V1
DZA,Algeria,Tamanrasset,WKS0068926,13,22.849,5.45,Solar,30.32,SOLAR-V1-NO-AGE
DZA,Algeria,Terga,WRI1023770,1200,35.4608,-1.2295,Gas,5010.64,CAPACITY-FACTOR-V1
DZA,Algeria,Tiaret,WRI1023782,300,35.3396,1.3562,Gas,1252.66,CAPACITY-FACTOR-V1
DZA,Algeria,Tilghemt 1,WRI1023787,200,33.1319,3.348,Gas,835.1,CAPACITY-FACTOR-V1
DZA,Algeria,Tilghemt 2,WRI1023788,600,33.1377,3.3678,Gas,2505.32,CAPACITY-FACTOR-V1
DZA,Algeria,Timimoun,WKS0068909,9,29.22,0.223,Solar,15.97,SOLAR-V1-NO-AGE
DZA,Algeria,Tindouf,WKS0068925,9,27.752,-8.154,Solar,15.47,SOLAR-V1-NO-AGE
DZA,Algeria,Télagh,WKS0068922,12,34.692,-0.601,Solar,22.83,SOLAR-V1-NO-AGE
DZA,Algeria,Zaouiet Kounta,WKS0068906,6,27.241,-0.174,Solar,10.57,SOLAR-V1-NO-AGE
AGO,Angola,Biopio,WRI1023002,22.8,-12.4706,13.7319,Oil,64.92,CAPACITY-FACTOR-V1
AGO,Angola,Biopio (hydro),WRI1023001,14.6,-12.4706,13.7319,Hydro,48.53,HYDRO-V1
AGO,Angola,Cambambe,WRI1023003,180,-9.7523,14.4809,Hydro,678.19,HYDRO-V1
AGO,Angola,Capanda,WRI1023004,520,-9.7955,15.4672,Hydro,1746.62,HYDRO-V1
AGO,Angola,Cazenga,WRI1023005,132,-8.8383,13.2344,Gas,0,CAPACITY-FACTOR-V1
AGO,Angola,Huambo,WRI1023006,16.26,-12.76,15.75,Oil,46.3,CAPACITY-FACTOR-V1
AGO,Angola,Lobito,WRI1023007,20,-12.37,13.57,Gas,0,CAPACITY-FACTOR-V1
AGO,Angola,Luanda Diesel,WRI1023008,58,-8.8383,13.2344,Oil,165.16,CAPACITY-FACTOR-V1
AGO,Angola,Luanda Refinery,WRI1023009,18.5,-8.8383,13.2344,Oil,52.68,CAPACITY-FACTOR-V1
AGO,Angola,Malongo,WRI1023010,10,-5.55,12.2,Oil,28.47,CAPACITY-FACTOR-V1
AGO,Angola,Matala,WRI1023011,40,-14.7333,15.0333,Hydro,125.42,HYDRO-V1
AGO,Angola,Namibe,WRI1023012,11.68,-15.1961,12.1522,Gas,0,CAPACITY-FACTOR-V1
AGO,Angola,Rio Luachimo,WRI1023013,16,-7.3,20.85,Hydro,66.01,HYDRO-V1
AGO,Angola,Xitoto,WRI1023014,11.34,-15.3333,15,Oil,32.29,CAPACITY-FACTOR-V1
ATA,Antarctica,McMurdo Station Generator,WRI1023843,6.6,-77.847,166.6605,Oil,0,NO-ESTIMATION
ATA,Antarctica,Ross Island,WRI1022458,1,-77.8428,166.7271,Wind,0,NO-ESTIMATION
ARG,Argentina,AGUA DEL CAJON (AUTOGENERADOR DEL MEM),ARG0000231,479.2,-38.9368,-68.3556,Other,0,CAPACITY-FACTOR-V1
ARG,Argentina,AGUA DEL CAJON (GENERADOR DEL MEM),ARG0000232,192,-38.9368,-68.3556,Gas,1075.39,CAPACITY-FACTOR-V1
ARG,Argentina,AGUA DEL TORO,ARG0000210,130,-34.5792,-68.9892,Hydro,289.92,HYDRO-V1
ARG,Argentina,ALICURA,ARG0000230,1050,-40.58,-70.7489,Hydro,2896.84,HYDRO-V1
ARG,Argentina,ALMIRANTE BROWN,ARG0000156,25,-34.8386,-58.4033,Oil,113.26,CAPACITY-FACTOR-V1
ARG,Argentina,ALTO VALLE,ARG0000235,97.5,-38.9524,-68.0218,Gas,546.09,CAPACITY-FACTOR-V1
ARG,Argentina,ALUMINE,ARG0000242,1.904,-39.2145,-70.9157,Oil,8.62,CAPACITY-FACTOR-V1
ARG,Argentina,ALVAREZ CONDARCO,ARG0000194,50.7,-33.0452,-69.0516,Hydro,163.07,HYDRO-V1
ARG,Argentina,ARROYITO,ARG0000254,128,-39.1009,-68.5982,Hydro,413.34,HYDRO-V1
ARG,Argentina,ATUCHA I,ARG0000029,370,-33.967,-59.2059,Nuclear,1303.91,CAPACITY-FACTOR-V1
ARG,Argentina,ATUCHA II,ARG0000030,745,-33.9674,-59.2045,Nuclear,2625.45,CAPACITY-FACTOR-V1
ARG,Argentina,BANDERA,ARG0000328,31,-23.8219,-64.7847,Oil,140.45,CAPACITY-FACTOR-V1
ARG,Argentina,BARILOCHE (PUERTO  MORENO),ARG0000266,5.736,-41.1167,-71.4167,Oil,25.98,CAPACITY-FACTOR-V1
ARG,Argentina,BENJAMIN REOLIN,ARG0000085,38.4,-32.1883,-64.3233,Hydro,104.67,HYDRO-V1
ARG,Argentina,BERNARDO  DE IRIGOYEN,ARG0000220,2.096,-26.2545,-53.6469,Oil,9.49,CAPACITY-FACTOR-V1
ARG,Argentina,C.T. RUFINO,ARG0000310,31.9,-34.2605,-62.7107,Oil,144.52,CAPACITY-FACTOR-V1
ARG,Argentina,C.T. SAN VICENTE,ARG0000159,27.6,-35.0241,-58.4237,Oil,125.04,CAPACITY-FACTOR-V1
ARG,Argentina,CAA CATI,ARG0000116,1.415,-27.7534,-57.6205,Oil,6.41,CAPACITY-FACTOR-V1
ARG,Argentina,CABRA CORRAL,ARG0000275,102,-25.2712,-65.3298,Hydro,409.06,HYDRO-V1
ARG,Argentina,CACHEUTA (NUEVA),ARG0000195,120,-33.0291,-69.1109,Hydro,341.24,HYDRO-V1
ARG,Argentina,CACHI,ARG0000277,1.07,-25.1089,-66.2106,Oil,4.84,CAPACITY-FACTOR-V1
ARG,Argentina,CAFAYATE,ARG0000278,4.182,-26.0715,-65.9876,Oil,18.94,CAPACITY-FACTOR-V1
ARG,Argentina,CAPITAL CATAMARCA - PREDIO CHOYA,ARG0000048,5.728,-28.4537,-65.7841,Oil,25.95,CAPACITY-FACTOR-V1
ARG,Argentina,CAPITAL CATAMARCA - PREDIO EX CARCEL,ARG0000049,7.075,-28.4773,-65.7872,Oil,32.05,CAPACITY-FACTOR-V1
ARG,Argentina,CAPITAL CATAMARCA - PREDIO RIPIERA,ARG0000050,4.675,-28.4684,-65.7797,Oil,21.18,CAPACITY-FACTOR-V1
ARG,Argentina,CASA DE PIEDRA,ARG0000183,60,-38.2143,-67.1908,Hydro,206.48,HYDRO-V1
ARG,Argentina,CASSAFFOUSTH,ARG0000086,17.28,-31.3992,-64.2006,Hydro,43.63,HYDRO-V1
ARG,Argentina,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,ARG0000031,620,-38.7872,-62.2536,Coal,3213.44,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL LOMA DE LA LATA SA,ARG0000259,540,-38.5127,-68.6048,Gas,3024.54,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL PARQUE INDUSTRIAL LA BANDA,ARG0000319,11.228,-38.062,-67.9463,Oil,50.87,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL T.GENELBA,ARG0000165,673.6,-34.9027,-58.7334,Gas,3772.84,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL T.GENELBA PLUS,ARG0000166,164.55,-34.9027,-58.7334,Gas,921.64,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),ARG0000311,280,-31.7112,-60.7811,Gas,1568.28,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMICA DE CICLO COMBINADO SALTA,ARG0000274,643,-24.7456,-65.0513,Gas,3601.45,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMICA GÜEMES SA,ARG0000287,361,-24.6894,-65.0425,Coal,1871.05,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMICA LA BANDA,ARG0000330,32,-27.7528,-64.2655,Gas,179.23,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMICA PIQUIRENDA SA,ARG0000284,30.44,-22.3497,-63.7664,Oil,137.91,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMICA REMEDIOS DE ESCALADA,ARG0000155,25,-34.7208,-58.3881,Oil,113.26,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMOELECTRICA GUILLERMO BROWN,ARG0000042,524,-34.6268,-58.5438,Gas,2934.93,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMOELECTRICA MANUEL BELGRANO,ARG0000043,868.2,-24.6894,-65.0425,Gas,4862.8,CAPACITY-FACTOR-V1
ARG,Argentina,CENTRAL TERMOELECTRICA TIMBUES,ARG0000307,865.14,-32.5778,-60.791,Gas,4845.66,CAPACITY-FACTOR-V1
ARG,Argentina,CH LOS CARACOLES,ARG0000296,121.4,-31.5192,-68.9814,Hydro,339.93,HYDRO-V1
ARG,Argentina,CHILECITO,ARG0000185,5,-29.1578,-67.5069,Oil,22.65,CAPACITY-FACTOR-V1
ARG,Argentina,CHIMBERA 1,ARG0000295,2,-31.9881,-68.5402,Solar,4.26,SOLAR-V1-NO-AGE
ARG,Argentina,CIPOLLETTI,ARG0000267,5.78,-38.9121,-67.9427,Hydro,11.1,HYDRO-V1
ARG,Argentina,COMANDANTE ANDRESITO,ARG0000221,2.372,-25.6669,-54.0419,Oil,10.74,CAPACITY-FACTOR-V1
ARG,Argentina,COMODORO RIVADAVIA,ARG0000072,141.02,-25.9913,-54.6278,Gas,789.85,CAPACITY-FACTOR-V1
ARG,Argentina,COMODORO RIVADAVIA - ANTONIO MORAN,ARG0000067,16.56,-45.8467,-67.4964,Wind,104.06,CAPACITY-FACTOR-V1
ARG,Argentina,CORRIENTES,ARG0000117,1.4,-27.4708,-58.8042,Oil,6.34,CAPACITY-FACTOR-V1
ARG,Argentina,COSTANERA,ARG0000046,1982.2,-34.626,-58.3393,Coal,10273.7,CAPACITY-FACTOR-V1
ARG,Argentina,CRUZ DE PIEDRA,ARG0000197,17.94,-33.0349,-68.7971,Gas,100.48,CAPACITY-FACTOR-V1
ARG,Argentina,CRUZ DEL EJE,ARG0000087,5.052,-30.7636,-64.7538,Oil,22.88,CAPACITY-FACTOR-V1
ARG,Argentina,CT 13 DE JULIO,ARG0000110,26,-32.1613,-64.1537,Gas,145.62,CAPACITY-FACTOR-V1
ARG,Argentina,CT ALEM,ARG0000217,15,-43.0907,-65.2298,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT ALUMINE,ARG0000256,6.3,-38.8706,-70.5753,Oil,28.54,CAPACITY-FACTOR-V1
ARG,Argentina,CT ARISTOBULO DEL VALLE,ARG0000229,15,-27.0922,-54.8625,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT ARRECIFES,ARG0000003,20,-34.0414,-60.1297,Oil,90.61,CAPACITY-FACTOR-V1
ARG,Argentina,CT AÑATUYA,ARG0000333,19.2,-28.4431,-62.8569,Oil,86.98,CAPACITY-FACTOR-V1
ARG,Argentina,CT AÑATUYA II,ARG0000334,11.5,-28.4431,-62.8569,Oil,52.1,CAPACITY-FACTOR-V1
ARG,Argentina,CT BARILOCHE,ARG0000273,20,-41.1497,-71.2633,Oil,90.61,CAPACITY-FACTOR-V1
ARG,Argentina,CT BELL VILLE,ARG0000113,15.62,-32.6103,-62.6864,Oil,70.76,CAPACITY-FACTOR-V1
ARG,Argentina,CT BRAGADO,ARG0000023,49.8,-35.1364,-60.4311,Gas,278.93,CAPACITY-FACTOR-V1
ARG,Argentina,CT CAPITAN SARMIENTO,ARG0000028,5,-34.1636,-59.7683,Oil,22.65,CAPACITY-FACTOR-V1
ARG,Argentina,CT CATAMARCA,ARG0000054,19.2,-28.4706,-65.7647,Oil,86.98,CAPACITY-FACTOR-V1
ARG,Argentina,CT CAVIAHUE,ARG0000257,5,-38.0528,-70.6136,Oil,22.65,CAPACITY-FACTOR-V1
ARG,Argentina,CT CERES,ARG0000314,18,-29.8883,-61.9297,Oil,81.55,CAPACITY-FACTOR-V1
ARG,Argentina,CT CHARATA,ARG0000065,19.4,-27.2369,-61.1939,Oil,87.89,CAPACITY-FACTOR-V1
ARG,Argentina,CT CHILECITO,ARG0000189,10,-29.1581,-67.5072,Oil,45.3,CAPACITY-FACTOR-V1
ARG,Argentina,CT CIPOLLETTI,ARG0000260,5,-38.9133,-67.9414,Oil,22.65,CAPACITY-FACTOR-V1
ARG,Argentina,CT COLON BUENOS AIRES,ARG0000039,15.3,-33.9222,-61.0769,Oil,69.31,CAPACITY-FACTOR-V1
ARG,Argentina,CT CONCEPCION DEL URUGUAY,ARG0000147,41.78,-32.4767,-58.2672,Gas,234.01,CAPACITY-FACTOR-V1
ARG,Argentina,CT CORRIENTES,ARG0000114,20,-27.4708,-58.8042,Oil,90.61,CAPACITY-FACTOR-V1
ARG,Argentina,CT ECOENERGIA (PETROBRAS),ARG0000032,13.2,-38.6871,-62.3961,Coal,68.41,CAPACITY-FACTOR-V1
ARG,Argentina,CT ENSENADA DE BARRAGAN,ARG0000160,567,-34.8597,-57.9557,Gas,3175.77,CAPACITY-FACTOR-V1
ARG,Argentina,CT ESQUINA,ARG0000139,16.5,-30.055,-59.5294,Oil,74.75,CAPACITY-FACTOR-V1
ARG,Argentina,CT FORMOSA II,ARG0000149,30,-26.1764,-58.2094,Oil,135.91,CAPACITY-FACTOR-V1
ARG,Argentina,CT GENERAL VILLEGAS,ARG0000004,23.49,-35.0347,-62.9981,Oil,106.42,CAPACITY-FACTOR-V1
ARG,Argentina,CT GOYA,ARG0000138,13,-29.1583,-59.2728,Oil,58.89,CAPACITY-FACTOR-V1
ARG,Argentina,CT INDEPENDENCIA,ARG0000336,120,-26.8666,-65.2247,Gas,672.12,CAPACITY-FACTOR-V1
ARG,Argentina,CT INGENIERO JUAREZ,ARG0000152,4,-23.9078,-61.8342,Oil,18.12,CAPACITY-FACTOR-V1
ARG,Argentina,CT INTA CATAMARCA,ARG0000055,7.04,-28.4733,-65.7275,Oil,31.89,CAPACITY-FACTOR-V1
ARG,Argentina,CT ISLA VERDE,ARG0000083,24.5,-33.2425,-62.395,Oil,111,CAPACITY-FACTOR-V1
ARG,Argentina,CT JUAN JOSE CASTELLI,ARG0000059,15,-25.9564,-60.6204,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT JUNIN,ARG0000035,22,-34.5708,-60.9161,Oil,99.67,CAPACITY-FACTOR-V1
ARG,Argentina,CT LA PLATA,ARG0000040,40.4,-34.9344,-58.016,Oil,183.03,CAPACITY-FACTOR-V1
ARG,Argentina,CT LA RIOJA DELIVERY,ARG0000190,19.2,-29.3811,-66.8325,Oil,86.98,CAPACITY-FACTOR-V1
ARG,Argentina,CT LA RIOJA SUR,ARG0000191,10,-29.3808,-66.8319,Oil,45.3,CAPACITY-FACTOR-V1
ARG,Argentina,CT LAGUNA BLANCA,ARG0000153,7,-25.1286,-58.2597,Oil,31.71,CAPACITY-FACTOR-V1
ARG,Argentina,CT LAS ARMAS,ARG0000024,10.4,-37.0781,-57.8181,Gas,58.25,CAPACITY-FACTOR-V1
ARG,Argentina,CT LAS ARMAS II,ARG0000025,23.37,-37.0781,-57.8181,Gas,130.89,CAPACITY-FACTOR-V1
ARG,Argentina,CT LAS PALMAS,ARG0000066,6,-27.0289,-58.6997,Oil,27.18,CAPACITY-FACTOR-V1
ARG,Argentina,CT LIBERTADOR GENERAL SAN MARTIN,ARG0000170,15,-40.8421,-68.0869,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT LINCOLN,ARG0000036,15.002,-34.8578,-61.5206,Oil,67.96,CAPACITY-FACTOR-V1
ARG,Argentina,CT LOBOS,ARG0000041,15.686,-35.1917,-59.0808,Oil,71.06,CAPACITY-FACTOR-V1
ARG,Argentina,CT MAGDALENA,ARG0000005,25,-35.1001,-57.4839,Oil,113.26,CAPACITY-FACTOR-V1
ARG,Argentina,CT MATHEU,ARG0000163,41,-34.3931,-58.8372,Gas,229.64,CAPACITY-FACTOR-V1
ARG,Argentina,CT MEDANITOS (RINCON DE LOS SAUCES),ARG0000258,32,-37.4102,-68.9,Oil,144.98,CAPACITY-FACTOR-V1
ARG,Argentina,CT MIRAMAR I,ARG0000022,20,-38.2472,-57.8242,Oil,90.61,CAPACITY-FACTOR-V1
ARG,Argentina,CT OLAVARRIA,ARG0000026,38.8,-36.9439,-60.2361,Gas,217.31,CAPACITY-FACTOR-V1
ARG,Argentina,CT ORAN,ARG0000286,15,-23.1258,-64.3069,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT PARANA,ARG0000148,40,-31.7764,-60.4553,Gas,224.04,CAPACITY-FACTOR-V1
ARG,Argentina,CT PARQUE INDUSTRIAL CATAMARCA,ARG0000056,15,-28.5339,-65.7997,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT PASO DE LA PATRIA,ARG0000141,7.2,-27.3236,-58.5667,Oil,32.62,CAPACITY-FACTOR-V1
ARG,Argentina,CT PEHUAJO,ARG0000037,22.4,-35.8336,-61.8758,Oil,101.48,CAPACITY-FACTOR-V1
ARG,Argentina,CT PINAMAR,ARG0000027,21,-37.0953,-56.8789,Gas,117.62,CAPACITY-FACTOR-V1
ARG,Argentina,CT PIRANE,ARG0000154,16.25,-25.6786,-59.0756,Oil,73.62,CAPACITY-FACTOR-V1
ARG,Argentina,CT PLUSPETROL NORTE,ARG0000337,246,-26.9955,-65.166,Gas,1377.84,CAPACITY-FACTOR-V1
ARG,Argentina,CT RAFAELA,ARG0000315,19.2,-31.2567,-61.5203,Oil,86.98,CAPACITY-FACTOR-V1
ARG,Argentina,CT REALICO,ARG0000184,24,-35.055,-64.2406,Oil,108.73,CAPACITY-FACTOR-V1
ARG,Argentina,CT ROCA,ARG0000262,130,-31.8919,-60.0106,Gas,728.13,CAPACITY-FACTOR-V1
ARG,Argentina,CT SAENZ PEÑA  I,ARG0000062,20,-26.8156,-60.4114,Oil,90.61,CAPACITY-FACTOR-V1
ARG,Argentina,CT SAENZ PEÑA  II,ARG0000060,15,-26.8153,-60.4125,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT SALTO,ARG0000038,22.5,-27.4597,-65.6055,Oil,101.93,CAPACITY-FACTOR-V1
ARG,Argentina,CT SAN MARTIN NORTE III,ARG0000161,5.1,-34.5252,-58.6206,Oil,23.1,CAPACITY-FACTOR-V1
ARG,Argentina,CT SAN MIGUEL DE TUCUMAN,ARG0000341,396.62,-26.9955,-65.166,Gas,2221.47,CAPACITY-FACTOR-V1
ARG,Argentina,CT SAN MIGUEL NORTE III,ARG0000162,11.5,-34.5252,-58.6206,Oil,52.1,CAPACITY-FACTOR-V1
ARG,Argentina,CT SANTA ROSA,ARG0000142,6,-28.2628,-58.0006,Oil,27.18,CAPACITY-FACTOR-V1
ARG,Argentina,CT TARTAGAL,ARG0000288,10,-22.5406,-63.8056,Oil,45.3,CAPACITY-FACTOR-V1
ARG,Argentina,CT TEREVINTOS,ARG0000057,8,-28.4289,-65.7878,Oil,36.24,CAPACITY-FACTOR-V1
ARG,Argentina,CT TINOGASTA,ARG0000058,15,-28.0486,-67.5667,Oil,67.95,CAPACITY-FACTOR-V1
ARG,Argentina,CT TUCUMAN,ARG0000342,438,-26.9955,-65.166,Gas,2453.24,CAPACITY-FACTOR-V1
ARG,Argentina,CT VENADO TUERTO,ARG0000316,19.2,-33.7736,-61.9564,Oil,86.98,CAPACITY-FACTOR-V1
ARG,Argentina,CT VIALE,ARG0000143,10,-31.8919,-60.0106,Oil,45.3,CAPACITY-FACTOR-V1
