country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh_2017,estimated_generation_note_2017
AUS,Argentina,sdv-pii-nrr7z,sdv-id-GtZcev,5.541,-45.879085,-18.404727,Solar,457.89,SOLAR-V1-NO-AGE
ARG,Australia,sdv-pii-8lomf,sdv-id-lUZmQV,74.688,5.770398,-56.146483,Oil,3765.44,NO-ESTIMATION
ARG,Argentina,sdv-pii-91kyv,sdv-id-JlXAjr,117.037,-65.533293,96.403576,Biomass,309.44,WIND-V1
ARG,Argentina,sdv-pii-ct6en,sdv-id-zdllpu,129.392,83.186535,168.773072,Gas,45.47,CAPACITY-FACTOR-V1
AUT,Australia,sdv-pii-uhso0,sdv-id-EzCQhs,31.31,-31.643257,-146.752774,Gas,17.13,SOLAR-V1-NO-AGE
ARG,Angola,sdv-pii-v0rhh,sdv-id-YhMdAT,2.285,-71.2966645,-86.401346,Solar,27.03,HYDRO-V1
AUS,Australia,sdv-pii-1puf9,sdv-id-BMeFvn,107.837,53.794728,147.213303,Hydro,603.22,HYDRO-V1
AUS,Australia,sdv-pii-12dz8,sdv-id-FbrFrw,9.83,-39.2218405,-6.625057,Hydro,675.77,SOLAR-V1-NO-AGE
AUS,Australia,sdv-pii-cve04,sdv-id-TkNZgA,326.793,13.8084955,-51.394443,Solar,1641.07,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-lmvzg,sdv-id-hhVFFz,6.202,-62.555623,-139.692434,Biomass,23.08,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-htfvb,sdv-id-AsuLkt,2.963,-42.7387495,-171.580864,Biomass,64.31,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-4ttcc,sdv-id-sfMvwQ,414.896,23.518191,117.62543,Wind,745.1,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-gnoqg,sdv-id-LHkqwC,1.053,-81.290894,142.018265,Gas,6.44,CAPACITY-FACTOR-V1
DZA,Algeria,sdv-pii-bipin,sdv-id-AMHJtl,93.684,-38.2298995,173.837526,Hydro,190.51,SOLAR-V1-NO-AGE
AUS,Australia,sdv-pii-lt3wi,sdv-id-TfXUXp,204.186,-50.00246,74.887002,Hydro,3128.74,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-fthq4,sdv-id-xeJbuC,522.151,59.6045375,-23.27555,Hydro,1056.55,HYDRO-V1
AUS,Australia,sdv-pii-if0gj,sdv-id-mdIKgh,247.247,-11.415279,-133.821801,Wind,163.46,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-0qslp,sdv-id-FmJSgk,156.545,77.120565,141.437253,Wind,199.15,CAPACITY-FACTOR-V1
AUS,Argentina,sdv-pii-kbnb0,sdv-id-fCQlBN,800.843,-45.036804,83.730736,Coal,789.75,CAPACITY-FACTOR-V1
ARG,Australia,sdv-pii-xy9t9,sdv-id-hvaVig,53.736,-79.0500525,-119.519037,Oil,613.76,CAPACITY-FACTOR-V1
AUS,Azerbaijan,sdv-pii-6wati,sdv-id-ZDawGS,100.978,85.16607,63.321141,Waste,204.02,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-fbxnu,sdv-id-bPCVqM,1.219,-50.8192695,-174.405409,Gas,6.17,CAPACITY-FACTOR-V1
ARG,Australia,sdv-pii-nqwit,sdv-id-SkzBQn,362.543,2.9743265,-158.835294,Hydro,2154.08,HYDRO-V1
ARG,Argentina,sdv-pii-h6afl,sdv-id-DDkVro,1.147,25.1352935,-127.776761,Gas,2.09,CAPACITY-FACTOR-V1
AUS,Argentina,sdv-pii-yszht,sdv-id-yAScnz,813.366,-16.682879,168.640594,Hydro,885.77,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-bg1fv,sdv-id-PNUASQ,1.935,41.2929315,-176.978807,Waste,0.19,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-hzxkv,sdv-id-cnoqqr,83.788,63.745189,-33.250455,Wind,48.67,CAPACITY-FACTOR-V1
AUT,Bahrain,sdv-pii-vdyj7,sdv-id-hbHfsK,1.005,-62.573623,-56.020971,Coal,8.85,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-mqsg1,sdv-id-czYjTZ,5.344,88.2102825,15.37503,Hydro,3133.84,CAPACITY-FACTOR-V1
DZA,Algeria,sdv-pii-idsjl,sdv-id-LwIftj,30.695,9.1548735,-26.490911,Hydro,10.26,HYDRO-V1
AUS,Australia,sdv-pii-s7ri3,sdv-id-RXRroN,605.491,-48.610839,-119.273482,Wind,2804.11,SOLAR-V1-NO-AGE
ARG,Algeria,sdv-pii-rhwj2,sdv-id-kJsZSi,117.746,89.3406905,144.70557,Oil,53.32,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-t433n,sdv-id-ZTdNGE,2.005,16.8537295,-66.859486,Gas,33.28,CAPACITY-FACTOR-V1
AUS,Austria,sdv-pii-ltum3,sdv-id-eVQkPs,1.564,17.587757,128.597321,Oil,5.17,SOLAR-V1-NO-AGE
AUS,Australia,sdv-pii-nbbuq,sdv-id-dOwhxM,15.612,-75.0095825,17.976007,Hydro,525.55,HYDRO-V1
AGO,Algeria,sdv-pii-7tg03,sdv-id-AxJKKU,3.805,-73.420647,-173.62093,Gas,88.78,CAPACITY-FACTOR-V1
AUT,Austria,sdv-pii-f2jg2,sdv-id-cquBEU,371.112,-14.666196,-88.40368,Gas,942.55,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-yduzt,sdv-id-bfDSFJ,25.544,-83.604351,135.29697,Solar,42.55,SOLAR-V1-NO-AGE
ARG,Argentina,sdv-pii-hbtks,sdv-id-cEMWVb,4.999,-19.6460095,23.152844,Wind,0.39,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-r9o9v,sdv-id-uEtndQ,67.907,7.8498895,-152.023675,Oil,435.78,CAPACITY-FACTOR-V1
AUS,Argentina,sdv-pii-rdyck,sdv-id-hdiqPi,367.484,-52.153112,-53.361613,Wind,4634.35,CAPACITY-FACTOR-V1
AUT,Austria,sdv-pii-ow6ri,sdv-id-QzKBqu,654.429,64.923728,-133.57036,Oil,176.76,SOLAR-V1-NO-AGE
AUS,Australia,sdv-pii-qzvh4,sdv-id-LUgyvJ,13.025,-14.945641,-151.561122,Oil,474.84,CAPACITY-FACTOR-V1
AUT,Austria,sdv-pii-30ddh,sdv-id-tLnmpr,1.225,83.424184,68.738067,Solar,171.52,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-egftd,sdv-id-ZWdBmk,316.21,-41.6207555,-93.815813,Hydro,1492.54,HYDRO-V1
AUS,Australia,sdv-pii-crbz6,sdv-id-MSurYD,9.456,6.147107,-83.632962,Oil,881.76,CAPACITY-FACTOR-V1
AUT,Bahrain,sdv-pii-vi7bb,sdv-id-QsLEpx,1.198,81.185931,-60.713382,Gas,0.27,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-qn625,sdv-id-FLHSpI,1.273,-48.6961105,-157.762941,Hydro,267.96,NO-ESTIMATION
BGD,Bangladesh,sdv-pii-r4356,sdv-id-ZHybsJ,7.698,70.228476,110.798075,Hydro,245.68,HYDRO-V1
AUS,Australia,sdv-pii-pz668,sdv-id-ecLbOj,88.453,84.050039,42.771431,Waste,26.45,CAPACITY-FACTOR-V1
AFG,Afghanistan,sdv-pii-uijfz,sdv-id-UTZXnf,245.167,-67.123889,-168.50531,Oil,1137.67,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-3o7xe,sdv-id-jfuUpe,582.557,85.161873,-159.733547,Gas,4229.87,HYDRO-V1
ARG,Australia,sdv-pii-he1vu,sdv-id-IfoYGR,9.37,-62.556457,90.407745,Waste,18.6,CAPACITY-FACTOR-V1
ARG,Angola,sdv-pii-h4got,sdv-id-fZQmwd,239.809,43.3333455,48.154142,Oil,69.25,HYDRO-V1
BGD,Bangladesh,sdv-pii-qypnw,sdv-id-jwdNfb,21.355,-19.190452,170.0943,Oil,243.35,CAPACITY-FACTOR-V1
AUT,Austria,sdv-pii-9n8cu,sdv-id-dWdRiZ,1.617,-61.126095,-42.631161,Wind,54.65,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-vt5i3,sdv-id-bUShnI,1.01,-48.191375,-101.959262,Waste,0.08,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-7oaop,sdv-id-wfolmo,64.408,26.454027,-55.982561,Hydro,1080.87,SOLAR-V1-NO-AGE
AUS,Australia,sdv-pii-zyme4,sdv-id-uUuoCh,3.791,7.297987,37.136105,Oil,2.83,CAPACITY-FACTOR-V1
AFG,Albania,sdv-pii-39vmy,sdv-id-YwidOt,36.843,-83.5129945,-75.320673,Solar,277.5,HYDRO-V1
AUS,Austria,sdv-pii-rd8gz,sdv-id-YuvfXG,189.395,-26.3813945,57.426853,Hydro,2849.91,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-fbroh,sdv-id-yAjqKP,929.932,-34.9329255,-44.778739,Hydro,6100.92,CAPACITY-FACTOR-V1
AUS,Austria,sdv-pii-bjly8,sdv-id-hEBJJe,517.447,83.468327,48.65831,Wind,1384.47,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-gq26p,sdv-id-IbsCaB,40.328,3.6414635,122.869043,Oil,189.58,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-jxpjk,sdv-id-yFVVOh,34.296,44.9856465,-75.408717,Hydro,1754.2,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-9pulm,sdv-id-uZtath,624.365,38.272756,-20.141903,Gas,664.09,HYDRO-V1
ARG,Argentina,sdv-pii-la7r7,sdv-id-bbgmCf,16.386,-22.847943,-178.028643,Hydro,2256.43,HYDRO-V1
AUS,Austria,sdv-pii-hi66f,sdv-id-BJclPq,1.0,-67.258459,-128.348894,Solar,17.22,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-kh2nk,sdv-id-SpYTdq,274.48,73.841828,136.33121,Oil,17.85,CAPACITY-FACTOR-V1
DZA,Algeria,sdv-pii-okfvm,sdv-id-xawlWf,122.982,58.368863,-29.040899,Hydro,1324.21,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-c6ezf,sdv-id-xMmPCy,219.085,-84.390882,-41.203557,Hydro,174.49,SOLAR-V1-NO-AGE
DZA,Algeria,sdv-pii-8sfbt,sdv-id-enzPvA,270.356,-31.024411,-109.256934,Gas,775.39,CAPACITY-FACTOR-V1
BHR,Bangladesh,sdv-pii-02gwl,sdv-id-OaCLgN,306.897,-85.9981355,-131.114187,Hydro,962.02,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-mdegm,sdv-id-SryEeo,9.884,45.839335,134.395637,Gas,840.61,SOLAR-V1-NO-AGE
DZA,Algeria,sdv-pii-3t5d4,sdv-id-BkmAMg,30.885,22.500901,80.918358,Hydro,154.67,HYDRO-V1
AUS,Australia,sdv-pii-fd6lj,sdv-id-xLfZBE,86.755,-11.237842,-134.728277,Hydro,2724.57,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-q40kp,sdv-id-ruZtgP,15.721,-78.282646,-174.823762,Oil,463.58,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-uwage,sdv-id-cwdDyb,94.74,26.636041,135.164641,Oil,1311.11,CAPACITY-FACTOR-V1
ALB,Algeria,sdv-pii-tfsei,sdv-id-sSdfCd,1488.579,10.975242,-92.509787,Oil,1715.49,CAPACITY-FACTOR-V1
AUT,Australia,sdv-pii-djtoj,sdv-id-PbwNuB,6.522,65.242907,-147.970398,Gas,251.45,HYDRO-V1
BHR,Bahrain,sdv-pii-35k6m,sdv-id-DKkyDL,1.323,-36.2980305,150.638011,Gas,48.99,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-h2qkq,sdv-id-pktCgc,3.033,-30.8399085,-12.123441,Hydro,7.27,HYDRO-V1
ARG,Argentina,sdv-pii-4qt99,sdv-id-Menjpb,32.451,-80.102987,-38.604563,Oil,105.29,SOLAR-V1-NO-AGE
AUS,Argentina,sdv-pii-dm1e4,sdv-id-tsbILm,1.002,83.0842915,63.97296,Wind,0.71,CAPACITY-FACTOR-V1
ARG,Australia,sdv-pii-79pgo,sdv-id-fZczXz,14.322,-80.2200845,86.649947,Biomass,2.53,CAPACITY-FACTOR-V1
AUT,Australia,sdv-pii-00l8s,sdv-id-sHwYoz,2.143,24.7910545,-149.901951,Other,2.03,CAPACITY-FACTOR-V1
AUT,Austria,sdv-pii-rfbif,sdv-id-pUntHX,1.797,45.4184,65.259244,Oil,21.26,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-079kf,sdv-id-RfuWBt,97.642,-37.167267,-91.869173,Hydro,1549.66,CAPACITY-FACTOR-V1
ARG,Algeria,sdv-pii-8473q,sdv-id-ZzvbCI,877.351,-6.806363,-101.977336,Hydro,3157.32,HYDRO-V1
AUS,Australia,sdv-pii-mq1dp,sdv-id-jKYBck,90.317,-65.3156615,-128.242416,Oil,50.41,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-sak44,sdv-id-yJtnQh,18.697,29.973416,-47.705018,Oil,273.66,SOLAR-V1-NO-AGE
AUT,Austria,sdv-pii-vyqhx,sdv-id-ClSjiM,61.392,-5.841454,-177.017471,Coal,771.11,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-9bpfb,sdv-id-lNbryW,14.569,-85.750007,85.027904,Oil,801.22,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-cbbh8,sdv-id-ljKztH,891.318,43.061432,-27.915468,Hydro,8127.61,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-4mkev,sdv-id-OWyJZS,139.55,-57.3253215,-149.743608,Wind,1607.48,CAPACITY-FACTOR-V1
AUS,Azerbaijan,sdv-pii-6hd5s,sdv-id-uHrtHP,239.46,73.1984335,-89.184124,Hydro,1701.26,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-9qfq1,sdv-id-oUniaM,1.029,-1.3101865,121.816829,Coal,0.88,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-jd7nd,sdv-id-kHzJNb,1.813,-41.6675445,-30.182836,Gas,34.41,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-7shyo,sdv-id-BjYhcU,251.425,82.0663445,50.56438,Solar,564.53,CAPACITY-FACTOR-V1
ALB,Algeria,sdv-pii-blbn4,sdv-id-NYTGhr,207.087,46.3143335,-28.08534,Hydro,800.46,CAPACITY-FACTOR-V1
DZA,Algeria,sdv-pii-e9k4k,sdv-id-OdsMip,55.496,3.7026025,-49.415106,Oil,840.24,CAPACITY-FACTOR-V1
AUS,Argentina,sdv-pii-q9orw,sdv-id-IZcBOD,293.776,-85.036666,120.133012,Solar,12.57,HYDRO-V1
AUS,Australia,sdv-pii-9w30l,sdv-id-rKlREc,208.657,20.4324695,-164.099755,Hydro,3554.03,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-mpd99,sdv-id-lqCpFl,2.838,-70.874449,-6.555709,Hydro,744.38,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-bl593,sdv-id-zpDkjz,103.53,-5.158784,-131.705894,Wind,328.31,SOLAR-V1-NO-AGE
AUS,Argentina,sdv-pii-s8xr5,sdv-id-UGVzCs,204.81,-68.1663875,-39.434521,Hydro,1914.32,NO-ESTIMATION
AUS,Austria,sdv-pii-ct6ea,sdv-id-QGcRuQ,6.469,56.9479815,90.65098,Waste,1042.25,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-clipd,sdv-id-cOaDET,8.383,-49.2266795,-10.48163,Wind,56.12,SOLAR-V1-NO-AGE
AUS,Australia,sdv-pii-eizgd,sdv-id-PFRnfP,27.552,59.964631,-7.066197,Hydro,3.29,HYDRO-V1
AUS,Australia,sdv-pii-v12fd,sdv-id-ezKdQi,41.37,-58.2988225,47.212593,Oil,39.69,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-0xva2,sdv-id-KJGsWd,1.011,41.8779245,-44.04015,Oil,1.33,CAPACITY-FACTOR-V1
AUS,Australia,sdv-pii-qttt4,sdv-id-ksPIVp,102.444,11.5028435,79.085997,Solar,797.42,CAPACITY-FACTOR-V1
ARM,Argentina,sdv-pii-ey44y,sdv-id-lVtdyw,388.076,1.1163125,-124.567981,Solar,409.36,HYDRO-V1
AUS,Australia,sdv-pii-jhq4z,sdv-id-lBguGt,173.264,-80.602086,46.468917,Hydro,2300.74,HYDRO-V1
AUT,Austria,sdv-pii-uvtpi,sdv-id-PWYVqU,2.344,-66.622377,160.45316,Oil,7.5,CAPACITY-FACTOR-V1
ARG,Argentina,sdv-pii-kg5l7,sdv-id-TsZrPl,276.672,28.6142755,-93.178704,Hydro,214.93,HYDRO-V1
ARG,Australia,sdv-pii-vjydd,sdv-id-sxXuot,1.059,-20.6184435,-46.767354,Solar,12.63,HYDRO-V1
